81
  0.000000e+00   0.000000e+00   0.000000e+00
  9.798957e-03   1.995101e-03   0.000000e+00
  2.035091e-02   4.132106e-03   0.000000e+00
  3.170952e-02   6.419264e-03   0.000000e+00
  4.393160e-02   8.865000e-03   0.000000e+00
  5.707715e-02   1.147785e-02   0.000000e+00
  7.120944e-02   1.426641e-02   0.000000e+00
  8.639501e-02   1.723924e-02   0.000000e+00
  1.027037e-01   2.040477e-02   0.000000e+00
  1.202084e-01   2.377121e-02   0.000000e+00
  1.389855e-01   2.734637e-02   0.000000e+00
  1.591140e-01   3.113757e-02   0.000000e+00
  1.806760e-01   3.515143e-02   0.000000e+00
  2.037560e-01   3.939369e-02   0.000000e+00
  2.284407e-01   4.386900e-02   0.000000e+00
  2.548189e-01   4.858067e-02   0.000000e+00
  2.829803e-01   5.353042e-02   0.000000e+00
  3.130156e-01   5.871813e-02   0.000000e+00
  3.450154e-01   6.414151e-02   0.000000e+00
  3.790697e-01   6.979583e-02   0.000000e+00
  4.152665e-01   7.567357e-02   0.000000e+00
  4.536911e-01   8.176415e-02   0.000000e+00
  4.944251e-01   8.805358e-02   0.000000e+00
  5.375445e-01   9.452424e-02   0.000000e+00
  5.831190e-01   1.011545e-01   0.000000e+00
  6.312100e-01   1.079188e-01   0.000000e+00
  6.818691e-01   1.147869e-01   0.000000e+00
  7.351369e-01   1.217246e-01   0.000000e+00
  7.910407e-01   1.286929e-01   0.000000e+00
  8.495933e-01   1.356489e-01   0.000000e+00
  9.107913e-01   1.425453e-01   0.000000e+00
  9.746132e-01   1.493312e-01   0.000000e+00
  1.041018e+00   1.559525e-01   0.000000e+00
  1.109946e+00   1.623525e-01   0.000000e+00
  1.181314e+00   1.684724e-01   0.000000e+00
  1.255018e+00   1.742525e-01   0.000000e+00
  1.330931e+00   1.796333e-01   0.000000e+00
  1.408904e+00   1.845560e-01   0.000000e+00
  1.488767e+00   1.889645e-01   0.000000e+00
  1.570328e+00   1.928059e-01   0.000000e+00
  1.653376e+00   1.960318e-01   0.000000e+00
  1.737684e+00   1.985999e-01   0.000000e+00
  1.823006e+00   2.004746e-01   0.000000e+00
  1.909088e+00   2.016278e-01   0.000000e+00
  1.995664e+00   2.020401e-01   0.000000e+00
  2.082462e+00   2.017010e-01   0.000000e+00
  2.169208e+00   2.006094e-01   0.000000e+00
  2.255626e+00   1.987732e-01   0.000000e+00
  2.341449e+00   1.962100e-01   0.000000e+00
  2.426412e+00   1.929455e-01   0.000000e+00
  2.510265e+00   1.890140e-01   0.000000e+00
  2.592770e+00   1.844568e-01   0.000000e+00
  2.673704e+00   1.793213e-01   0.000000e+00
  2.752865e+00   1.736605e-01   0.000000e+00
  2.830068e+00   1.675308e-01   0.000000e+00
  2.905151e+00   1.609919e-01   0.000000e+00
  2.977973e+00   1.541045e-01   0.000000e+00
  3.048417e+00   1.469302e-01   0.000000e+00
  3.116387e+00   1.395296e-01   0.000000e+00
  3.181808e+00   1.319619e-01   0.000000e+00
  3.244628e+00   1.242838e-01   0.000000e+00
  3.304813e+00   1.165487e-01   0.000000e+00
  3.362350e+00   1.088065e-01   0.000000e+00
  3.417241e+00   1.011031e-01   0.000000e+00
  3.469504e+00   9.347965e-02   0.000000e+00
  3.519173e+00   8.597316e-02   0.000000e+00
  3.566292e+00   7.861586e-02   0.000000e+00
  3.610917e+00   7.143553e-02   0.000000e+00
  3.653112e+00   6.445555e-02   0.000000e+00
  3.692951e+00   5.769514e-02   0.000000e+00
  3.730510e+00   5.116959e-02   0.000000e+00
  3.765875e+00   4.489053e-02   0.000000e+00
  3.799130e+00   3.886630e-02   0.000000e+00
  3.830365e+00   3.310222e-02   0.000000e+00
  3.859670e+00   2.760091e-02   0.000000e+00
  3.887136e+00   2.236267e-02   0.000000e+00
  3.912853e+00   1.738572e-02   0.000000e+00
  3.936912e+00   1.266656e-02   0.000000e+00
  3.959399e+00   8.200190e-03   0.000000e+00
  3.980400e+00   3.980401e-03   0.000000e+00
  4.000000e+00   0.000000e+00   0.000000e+00
